#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
DDX49	WDR43	9606.ENSP00000247003	9606.ENSP00000384302	0	0	0	0	0.783	0.122	0.500	0.224	0.916
DDX56	TRMT6	9606.ENSP00000258772	9606.ENSP00000203001	0	0	0	0	0.832	0.066	0	0	0.836
DDX56	UTP18	9606.ENSP00000258772	9606.ENSP00000225298	0	0	0	0	0.444	0.177	0	0.184	0.594
DDX56	MPHOSPH10	9606.ENSP00000258772	9606.ENSP00000244230	0	0	0	0	0.704	0.484	0	0.090	0.849
DDX56	SNIP1	9606.ENSP00000258772	9606.ENSP00000296215	0	0	0	0	0.057	0.440	0	0.055	0.457
DDX56	DDX59	9606.ENSP00000258772	9606.ENSP00000330460	0	0	0.184	0.647	0.334	0.067	0	0.125	0.497
DDX56	PUS7	9606.ENSP00000258772	9606.ENSP00000417402	0	0	0	0	0.403	0.160	0	0.106	0.513
DDX56	NSUN5	9606.ENSP00000258772	9606.ENSP00000309126	0	0	0	0	0.443	0.147	0	0.177	0.575
DDX56	LYAR	9606.ENSP00000258772	9606.ENSP00000345917	0	0	0	0	0.369	0.165	0	0.328	0.615
DDX56	MEPCE	9606.ENSP00000258772	9606.ENSP00000308546	0	0	0	0	0.181	0.195	0	0.471	0.621
DDX56	POLR1E	9606.ENSP00000258772	9606.ENSP00000367029	0	0	0	0	0.630	0	0	0.305	0.732
DDX56	NGDN	9606.ENSP00000258772	9606.ENSP00000386134	0	0	0	0	0.679	0.145	0	0.175	0.754
DDX56	NOL10	9606.ENSP00000258772	9606.ENSP00000371101	0	0	0	0	0.708	0.084	0	0.228	0.775
DDX56	TRMT61A	9606.ENSP00000258772	9606.ENSP00000374399	0	0	0	0	0.781	0.063	0	0	0.786
DDX56	UTP4	9606.ENSP00000258772	9606.ENSP00000327179	0	0	0	0	0.803	0.091	0	0.078	0.820
DDX56	RRP1B	9606.ENSP00000258772	9606.ENSP00000339145	0	0	0	0	0.584	0.523	0	0.206	0.829
DDX56	IMP4	9606.ENSP00000258772	9606.ENSP00000259239	0	0	0	0	0.755	0.171	0	0.251	0.835
DDX56	WDR43	9606.ENSP00000258772	9606.ENSP00000384302	0	0	0	0	0.830	0.122	0	0.288	0.884
DDX56	WDR3	9606.ENSP00000258772	9606.ENSP00000308179	0	0	0	0	0.839	0.095	0	0.326	0.893
DDX56	NVL	9606.ENSP00000258772	9606.ENSP00000281701	0	0	0	0	0.879	0.071	0	0.160	0.897
DDX56	RRS1	9606.ENSP00000258772	9606.ENSP00000322396	0	0	0	0	0.837	0.368	0	0.228	0.914
DDX56	WDR12	9606.ENSP00000258772	9606.ENSP00000261015	0	0	0	0	0.837	0.269	0	0.359	0.917
DDX56	WDR36	9606.ENSP00000258772	9606.ENSP00000423067	0	0	0	0	0.832	0.485	0	0.186	0.923
DDX56	PUM3	9606.ENSP00000258772	9606.ENSP00000380982	0	0	0	0	0.841	0.527	0	0.127	0.929
DDX56	TBL3	9606.ENSP00000258772	9606.ENSP00000454836	0	0	0	0	0.881	0.479	0	0.086	0.938
DDX56	RBM34	9606.ENSP00000258772	9606.ENSP00000386226	0	0	0	0	0.897	0.267	0	0.350	0.947
DDX59	WDR12	9606.ENSP00000330460	9606.ENSP00000261015	0	0	0	0	0.359	0.269	0	0.134	0.558
DDX59	DHX38	9606.ENSP00000330460	9606.ENSP00000268482	0	0	0	0	0.063	0.122	0	0.343	0.413
DHPS	DNAJC2	9606.ENSP00000210060	9606.ENSP00000368565	0	0	0	0	0.255	0	0	0.280	0.441
DHPS	XPO4	9606.ENSP00000210060	9606.ENSP00000255305	0	0	0	0	0.044	0	0	0.530	0.532
DHX38	RBM22	9606.ENSP00000268482	9606.ENSP00000199814	0	0	0	0	0.163	0.985	0	0.619	0.994
DHX38	TRMT6	9606.ENSP00000268482	9606.ENSP00000203001	0	0	0	0	0.120	0	0	0.374	0.426
DHX38	PHF5A	9606.ENSP00000268482	9606.ENSP00000216252	0	0	0	0	0.067	0.206	0	0.261	0.405
DHX38	PAPOLA	9606.ENSP00000268482	9606.ENSP00000216277	0	0	0	0	0.110	0	0.800	0.181	0.841
DHX38	SNRPC	9606.ENSP00000268482	9606.ENSP00000244520	0	0	0	0	0.095	0.045	0	0.591	0.616
DHX38	PPWD1	9606.ENSP00000268482	9606.ENSP00000261308	0	0	0	0	0.113	0.800	0.800	0.109	0.964
DHX38	WDR70	9606.ENSP00000268482	9606.ENSP00000265107	0	0.014	0	0	0.108	0.800	0	0.421	0.887
DHX38	MFAP1	9606.ENSP00000268482	9606.ENSP00000267812	0	0	0	0	0.126	0.612	0.400	0.193	0.813
DHX38	WDR36	9606.ENSP00000268482	9606.ENSP00000423067	0	0	0	0	0.225	0.267	0	0.053	0.415
DHX38	TP53BP1	9606.ENSP00000268482	9606.ENSP00000371475	0	0	0	0	0.067	0.421	0	0	0.437
DHX38	NUP37	9606.ENSP00000268482	9606.ENSP00000448054	0	0	0	0	0.054	0.098	0.400	0.051	0.449
DHX38	HTATSF1	9606.ENSP00000268482	9606.ENSP00000442699	0	0	0	0	0.067	0.091	0	0.434	0.478
DHX38	FAM50A	9606.ENSP00000268482	9606.ENSP00000377225	0	0	0	0	0.060	0.057	0.500	0.063	0.529
DHX38	NKAP	9606.ENSP00000268482	9606.ENSP00000360464	0	0	0	0	0.067	0	0.500	0.074	0.530
DHX38	SDE2	9606.ENSP00000268482	9606.ENSP00000272091	0	0	0	0	0.074	0.071	0.500	0.189	0.604
DHX38	SNIP1	9606.ENSP00000268482	9606.ENSP00000296215	0	0	0	0	0.060	0.217	0.400	0.362	0.680
DHX38	UPF3B	9606.ENSP00000268482	9606.ENSP00000276201	0	0	0	0	0.057	0	0.800	0.137	0.823
DHX38	RNF113A	9606.ENSP00000268482	9606.ENSP00000360497	0	0	0	0	0.075	0.190	0.400	0.690	0.842
DHX38	SRSF4	9606.ENSP00000268482	9606.ENSP00000362900	0	0	0	0	0.063	0.079	0.800	0.256	0.854
DHX38	NCBP2	9606.ENSP00000268482	9606.ENSP00000326806	0	0	0	0	0.082	0.481	0.500	0.563	0.882
DHX38	MAGOH	9606.ENSP00000268482	9606.ENSP00000360525	0	0	0	0	0.055	0.800	0.500	0.189	0.913
DHX38	ISY1	9606.ENSP00000268482	9606.ENSP00000273541	0	0	0	0	0.067	0.958	0	0.336	0.972
DMAP1	UCKL1	9606.ENSP00000361363	9606.ENSP00000346155	0	0	0	0	0.630	0	0	0	0.630
DMAP1	TP53BP1	9606.ENSP00000361363	9606.ENSP00000371475	0	0	0	0	0.117	0	0	0.409	0.456
DMAP1	HDAC2	9606.ENSP00000361363	9606.ENSP00000430432	0	0	0	0	0.063	0	0	0.909	0.911
DNAJC2	MPHOSPH10	9606.ENSP00000368565	9606.ENSP00000244230	0	0	0	0	0.401	0	0	0	0.401
DNAJC2	HSPA13	9606.ENSP00000368565	9606.ENSP00000285667	0	0	0	0	0.121	0.274	0.400	0.103	0.610
DNAJC2	RRP1B	9606.ENSP00000368565	9606.ENSP00000339145	0	0	0	0	0.138	0.314	0	0.097	0.419
DNAJC2	DNAJC9	9606.ENSP00000368565	9606.ENSP00000362041	0	0	0	0	0.113	0.076	0	0.518	0.571
DNAJC2	RWDD1	9606.ENSP00000368565	9606.ENSP00000420357	0	0	0	0	0.156	0.374	0	0	0.449
DNAJC2	INTS14	9606.ENSP00000368565	9606.ENSP00000498715	0	0.374	0	0	0.126	0	0	0.090	0.459
DNAJC2	PUM3	9606.ENSP00000368565	9606.ENSP00000380982	0	0	0	0	0.487	0	0	0	0.487
DNAJC9	RPAP3	9606.ENSP00000362041	9606.ENSP00000005386	0	0	0	0	0.075	0.100	0.540	0.057	0.590
DNAJC9	NUDCD1	9606.ENSP00000362041	9606.ENSP00000239690	0	0	0	0	0.068	0.619	0	0	0.629
DNAJC9	MCM6	9606.ENSP00000362041	9606.ENSP00000264156	0	0	0	0	0.533	0	0	0	0.533
DNAJC9	MCM2	9606.ENSP00000362041	9606.ENSP00000265056	0	0	0	0	0.274	0.915	0	0.170	0.944
DNAJC9	HSPA13	9606.ENSP00000362041	9606.ENSP00000285667	0.041	0	0	0	0.251	0.142	0.162	0.247	0.541
DNAJC9	RRM1	9606.ENSP00000362041	9606.ENSP00000300738	0	0	0	0	0.414	0	0	0.128	0.467
DNAJC9	RRP1B	9606.ENSP00000362041	9606.ENSP00000339145	0	0	0	0	0.093	0.406	0	0.485	0.698
DNAJC9	RFC4	9606.ENSP00000362041	9606.ENSP00000376272	0	0	0	0	0.413	0.042	0	0.088	0.443
DNM1	YME1L1	9606.ENSP00000362014	9606.ENSP00000318480	0	0	0	0	0.067	0.069	0	0.404	0.437
DNM1	TOMM20	9606.ENSP00000362014	9606.ENSP00000355566	0	0	0	0	0	0.071	0	0.386	0.405
DNM1	MIEF1	9606.ENSP00000362014	9606.ENSP00000385110	0	0	0	0	0	0.112	0	0.616	0.644
DR1	NFYC	9606.ENSP00000359295	9606.ENSP00000312617	0	0	0	0	0.060	0.437	0	0.527	0.728
DR1	TAF7	9606.ENSP00000359295	9606.ENSP00000312709	0	0	0	0	0.083	0	0.720	0.154	0.763
DR1	GTF2B	9606.ENSP00000359295	9606.ENSP00000359531	0	0	0	0	0.084	0.143	0	0.776	0.809
DR1	POLE3	9606.ENSP00000359295	9606.ENSP00000363286	0	0	0	0.714	0.147	0.870	0.720	0.435	0.980
EBF2	TLE3	9606.ENSP00000430241	9606.ENSP00000452871	0	0	0	0	0	0	0	0.486	0.486
EDC3	LSM2	9606.ENSP00000497737	9606.ENSP00000364813	0	0	0	0	0.129	0.372	0.400	0.666	0.876
EDC3	MOV10	9606.ENSP00000497737	9606.ENSP00000399797	0	0	0	0	0.138	0.177	0	0.331	0.484
EIPR1	STX6	9606.ENSP00000381652	9606.ENSP00000258301	0	0	0	0	0.049	0	0	0.454	0.459
EMC6	GET1	9606.ENSP00000380322	9606.ENSP00000496813	0	0	0	0	0.048	0.114	0	0.622	0.653
EPS8L3	STRIP1	9606.ENSP00000358820	9606.ENSP00000358810	0	0	0	0	0	0	0	0.437	0.437
EPS8L3	MUC13	9606.ENSP00000358820	9606.ENSP00000485028	0	0	0	0	0.341	0	0	0.302	0.521
ERGIC2	KDELR1	9606.ENSP00000353270	9606.ENSP00000329471	0	0	0	0	0.116	0	0	0.420	0.465
EXOSC1	PAPOLA	9606.ENSP00000359939	9606.ENSP00000216277	0	0	0	0	0.054	0	0	0.401	0.409
EXOSC1	UTP18	9606.ENSP00000359939	9606.ENSP00000225298	0	0	0	0	0.353	0.534	0.400	0.249	0.846
EXOSC1	MPHOSPH10	9606.ENSP00000359939	9606.ENSP00000244230	0	0	0	0	0.270	0.534	0.400	0	0.778
EXOSC1	IMP4	9606.ENSP00000359939	9606.ENSP00000259239	0	0	0	0	0.551	0.534	0.400	0	0.863
EXOSC1	WDR12	9606.ENSP00000359939	9606.ENSP00000261015	0	0	0	0	0.441	0	0	0	0.441
EXOSC1	WDR3	9606.ENSP00000359939	9606.ENSP00000308179	0	0	0	0	0.317	0.534	0.400	0.126	0.810
EXOSC1	RRS1	9606.ENSP00000359939	9606.ENSP00000322396	0	0	0	0	0.437	0	0	0	0.437
EXOSC1	UTP4	9606.ENSP00000359939	9606.ENSP00000327179	0	0	0	0	0.242	0.772	0.400	0	0.887
EXOSC1	LYAR	9606.ENSP00000359939	9606.ENSP00000345917	0	0	0	0	0.567	0	0	0	0.567
EXOSC1	THOC5	9606.ENSP00000359939	9606.ENSP00000420306	0	0	0	0	0.149	0	0	0.358	0.430
EXOSC1	NGDN	9606.ENSP00000359939	9606.ENSP00000386134	0	0	0	0	0.531	0	0	0	0.531
EXOSC1	POLR2H	9606.ENSP00000359939	9606.ENSP00000415536	0	0	0	0	0.425	0	0	0.361	0.617
EXOSC1	NOL10	9606.ENSP00000359939	9606.ENSP00000371101	0	0	0	0	0.335	0.507	0	0	0.658
EXOSC1	WDR36	9606.ENSP00000359939	9606.ENSP00000423067	0	0	0	0	0.216	0.592	0.400	0	0.791
EXOSC1	ZCCHC8	9606.ENSP00000359939	9606.ENSP00000438993	0	0	0	0	0.049	0.785	0	0.472	0.882
EXOSC1	TBL3	9606.ENSP00000359939	9606.ENSP00000454836	0	0	0	0	0.259	0.818	0.400	0	0.912
EXOSC1	WDR43	9606.ENSP00000359939	9606.ENSP00000384302	0	0	0	0	0.414	0.777	0.400	0.092	0.919
EXOSC1	EXOSC8	9606.ENSP00000359939	9606.ENSP00000374354	0	0	0	0	0.348	0.997	0.900	0.999	0.999
EXOSC8	VRK1	9606.ENSP00000374354	9606.ENSP00000216639	0	0	0	0	0.302	0	0	0.301	0.491
EXOSC8	UTP18	9606.ENSP00000374354	9606.ENSP00000225298	0	0	0	0	0.265	0.507	0.400	0.183	0.799
EXOSC8	MPHOSPH10	9606.ENSP00000374354	9606.ENSP00000244230	0	0	0	0	0.170	0.507	0.400	0	0.733
EXOSC8	IMP4	9606.ENSP00000374354	9606.ENSP00000259239	0	0	0	0	0.344	0.507	0.400	0	0.789
EXOSC8	WDR3	9606.ENSP00000374354	9606.ENSP00000308179	0	0	0	0	0.241	0.507	0.400	0.104	0.772
EXOSC8	UTP4	9606.ENSP00000374354	9606.ENSP00000327179	0	0	0	0	0.227	0.507	0.400	0.196	0.791
EXOSC8	LYAR	9606.ENSP00000374354	9606.ENSP00000345917	0	0	0	0	0.452	0.069	0	0	0.468
EXOSC8	MDC1	9606.ENSP00000374354	9606.ENSP00000365588	0	0	0	0	0.082	0.454	0	0	0.477
EXOSC8	SNX15	9606.ENSP00000374354	9606.ENSP00000366452	0	0	0	0	0	0	0	0.433	0.433
EXOSC8	RFC3	9606.ENSP00000374354	9606.ENSP00000369411	0	0	0	0	0.320	0	0	0.166	0.409
EXOSC8	NOL10	9606.ENSP00000374354	9606.ENSP00000371101	0	0	0	0	0.158	0.507	0	0	0.567
EXOSC8	RFC4	9606.ENSP00000374354	9606.ENSP00000376272	0	0	0	0	0.407	0	0	0.113	0.452
EXOSC8	TBL3	9606.ENSP00000374354	9606.ENSP00000454836	0	0	0	0	0.203	0.507	0.400	0	0.743
EXOSC8	WDR36	9606.ENSP00000374354	9606.ENSP00000423067	0	0	0	0	0.216	0.507	0.400	0.058	0.752
EXOSC8	WDR43	9606.ENSP00000374354	9606.ENSP00000384302	0	0	0	0	0.230	0.507	0.400	0.331	0.827
EXOSC8	ZCCHC8	9606.ENSP00000374354	9606.ENSP00000438993	0	0	0	0	0.075	0.836	0	0.464	0.911
FAM207A	IMP4	9606.ENSP00000291634	9606.ENSP00000259239	0	0	0	0	0.288	0	0.360	0	0.525
FAM207A	WDR3	9606.ENSP00000291634	9606.ENSP00000308179	0	0	0	0	0.055	0	0.360	0.091	0.402
FAM207A	TBL3	9606.ENSP00000291634	9606.ENSP00000454836	0	0	0	0	0.126	0	0.360	0	0.416
FAM50A	WDR70	9606.ENSP00000377225	9606.ENSP00000265107	0	0	0	0	0.070	0	0.500	0	0.515
FAM50A	UPF3B	9606.ENSP00000377225	9606.ENSP00000276201	0	0	0	0	0.155	0.073	0.800	0	0.829
FAM91A1	NUDCD1	9606.ENSP00000335082	9606.ENSP00000239690	0	0	0	0	0.125	0.619	0	0	0.652
FAM91A1	VIRMA	9606.ENSP00000335082	9606.ENSP00000297591	0	0	0	0	0.251	0	0	0.278	0.436
FAM91A1	TBC1D23	9606.ENSP00000335082	9606.ENSP00000377700	0	0	0	0	0.168	0	0	0.791	0.819
FAP	SPP1	9606.ENSP00000188790	9606.ENSP00000378517	0	0	0	0	0.064	0	0	0.523	0.534
FASTKD3	PDPR	9606.ENSP00000264669	9606.ENSP00000288050	0.061	0	0	0	0.112	0	0.285	0.133	0.414
FASTKD3	PYCR2	9606.ENSP00000264669	9606.ENSP00000342502	0.057	0	0	0	0.074	0.344	0	0.125	0.432
FASTKD3	PYCR1	9606.ENSP00000264669	9606.ENSP00000384949	0.057	0	0	0	0.076	0.344	0	0.185	0.472
FNDC3B	TBL1XR1	9606.ENSP00000411242	9606.ENSP00000405574	0	0	0	0	0.078	0.052	0	0.379	0.410
GALNT1	MUC13	9606.ENSP00000269195	9606.ENSP00000485028	0	0	0	0	0	0.045	0.400	0.166	0.480
GALNT4	MUC13	9606.ENSP00000436604	9606.ENSP00000485028	0	0	0	0	0.067	0.045	0.400	0.319	0.587
GEMIN4	NUDCD1	9606.ENSP00000321706	9606.ENSP00000239690	0	0	0	0	0.085	0.619	0	0	0.636
GEMIN4	MEPCE	9606.ENSP00000321706	9606.ENSP00000308546	0	0	0	0	0.152	0	0	0.474	0.535
GEMIN4	RRP1B	9606.ENSP00000321706	9606.ENSP00000339145	0	0	0	0	0.191	0.292	0	0	0.402
GEMIN4	NUP37	9606.ENSP00000321706	9606.ENSP00000448054	0	0	0	0	0.083	0	0.400	0	0.426
GEMIN4	TP53BP1	9606.ENSP00000321706	9606.ENSP00000371475	0	0	0	0	0.049	0.439	0	0	0.443
GEMIN4	MOV10	9606.ENSP00000321706	9606.ENSP00000399797	0	0	0	0	0.067	0	0	0.432	0.447
GEMIN4	NCBP2	9606.ENSP00000321706	9606.ENSP00000326806	0	0	0	0	0.060	0	0.500	0.150	0.565
GET1	SEC62	9606.ENSP00000496813	9606.ENSP00000337688	0	0	0	0	0.056	0	0	0.483	0.492
GGPS1	NFYC	9606.ENSP00000282841	9606.ENSP00000312617	0	0	0	0	0.095	0	0.500	0.430	0.719
GLMN	KLHL22	9606.ENSP00000359385	9606.ENSP00000331682	0	0	0	0	0	0	0.720	0	0.720
GOPC	STX6	9606.ENSP00000357484	9606.ENSP00000258301	0	0	0	0	0.060	0.124	0	0.967	0.970
GOPC	MYO5C	9606.ENSP00000357484	9606.ENSP00000261839	0	0	0	0	0.042	0.070	0	0.510	0.525
GOPC	TMF1	9606.ENSP00000357484	9606.ENSP00000494067	0	0	0	0	0.145	0	0	0.336	0.408
GOPC	TMEM106B	9606.ENSP00000357484	9606.ENSP00000379901	0	0	0	0	0.125	0.061	0	0.392	0.456
GOPC	ZCCHC8	9606.ENSP00000357484	9606.ENSP00000438993	0	0	0	0	0.067	0	0	0.608	0.618
GOSR1	SFT2D3	9606.ENSP00000225724	9606.ENSP00000310803	0	0	0	0	0.049	0.107	0	0.365	0.415
GOSR1	SFT2D2	9606.ENSP00000225724	9606.ENSP00000271375	0	0	0	0	0.263	0.097	0	0.208	0.427
GOSR1	KDELR1	9606.ENSP00000225724	9606.ENSP00000329471	0	0	0	0	0	0	0.500	0.233	0.600
GOSR1	STX10	9606.ENSP00000225724	9606.ENSP00000466298	0	0	0	0	0.061	0.244	0.540	0.604	0.853
GOSR1	STX6	9606.ENSP00000225724	9606.ENSP00000258301	0	0	0	0	0.063	0.830	0.540	0.731	0.977
GOSR1	VAMP8	9606.ENSP00000225724	9606.ENSP00000263864	0	0	0	0	0.053	0.954	0.540	0.433	0.987
GPC3	IGF2BP3	9606.ENSP00000377836	9606.ENSP00000258729	0	0	0	0	0.127	0	0	0.469	0.516
GPC3	SDC2	9606.ENSP00000377836	9606.ENSP00000307046	0	0	0	0	0.099	0.127	0.400	0.631	0.802
GPC3	HS2ST1	9606.ENSP00000377836	9606.ENSP00000359581	0	0	0	0	0	0	0.400	0.428	0.642
GPC3	MDK	9606.ENSP00000377836	9606.ENSP00000385451	0	0	0	0	0.122	0	0	0.415	0.464
GPC3	SPP1	9606.ENSP00000377836	9606.ENSP00000378517	0	0	0	0	0.072	0	0	0.454	0.471
GPX8	TGFB1	9606.ENSP00000423822	9606.ENSP00000221930	0	0	0	0	0.087	0	0	0.519	0.542
GPX8	NRF1	9606.ENSP00000423822	9606.ENSP00000342351	0	0	0	0	0	0	0	0.403	0.403
GSPT2	UPF3B	9606.ENSP00000341247	9606.ENSP00000276201	0	0	0	0	0.083	0.152	0	0.481	0.561
GSPT2	OGFOD1	9606.ENSP00000341247	9606.ENSP00000457258	0	0	0	0	0.140	0.094	0	0.293	0.401
GSPT2	PABPC4L	9606.ENSP00000341247	9606.ENSP00000463233	0	0	0	0	0.063	0.499	0	0.194	0.589
GTF2A1	TAF7	9606.ENSP00000452454	9606.ENSP00000312709	0	0	0	0	0	0.805	0.900	0.289	0.984
GTF2A1	POU2F1	9606.ENSP00000452454	9606.ENSP00000356840	0	0	0	0	0.158	0	0.500	0.061	0.570
GTF2A1	GTF2B	9606.ENSP00000452454	9606.ENSP00000359531	0	0	0	0	0.148	0.954	0.900	0.861	0.999
GTF2A1	TAF8	9606.ENSP00000452454	9606.ENSP00000362068	0	0	0	0	0	0.811	0.900	0.058	0.980
GTF2A1	ZNF143	9606.ENSP00000452454	9606.ENSP00000379847	0	0	0	0	0.087	0.095	0.500	0	0.550
GTF2A1	POLR2H	9606.ENSP00000452454	9606.ENSP00000415536	0	0	0	0	0.054	0.896	0.500	0	0.946
GTF2B	UBXN7	9606.ENSP00000359531	9606.ENSP00000296328	0	0	0	0	0.044	0.402	0	0.158	0.476
GTF2B	TAF7	9606.ENSP00000359531	9606.ENSP00000312709	0	0	0	0	0.146	0.800	0.900	0.822	0.996
GTF2B	POU2F1	9606.ENSP00000359531	9606.ENSP00000356840	0	0	0	0	0.056	0	0.500	0.171	0.574
GTF2B	PYCR1	9606.ENSP00000359531	9606.ENSP00000384949	0	0	0	0	0.042	0	0	0.473	0.474
GTF2B	ORC4	9606.ENSP00000359531	9606.ENSP00000441953	0	0	0	0	0.115	0	0	0.529	0.566
GTF2B	ZNF143	9606.ENSP00000359531	9606.ENSP00000379847	0	0	0	0	0.162	0.091	0.500	0.309	0.701
GTF2B	TAF8	9606.ENSP00000359531	9606.ENSP00000362068	0	0	0	0	0	0.800	0.900	0.471	0.988
GTF2B	POLR2H	9606.ENSP00000359531	9606.ENSP00000415536	0	0	0	0	0.050	0.986	0.500	0.572	0.996
H2BU1	PAF1	9606.ENSP00000479284	9606.ENSP00000221265	0	0	0	0	0	0.268	0	0.392	0.536
H2BU1	PLGRKT	9606.ENSP00000479284	9606.ENSP00000223864	0	0	0	0	0	0	0	0.584	0.584
H2BU1	MBD2	9606.ENSP00000479284	9606.ENSP00000256429	0	0	0	0	0	0	0.500	0.093	0.527
H2BU1	RCOR1	9606.ENSP00000479284	9606.ENSP00000262241	0	0	0	0	0	0.139	0.400	0.095	0.491
H2BU1	SMC2	9606.ENSP00000479284	9606.ENSP00000286398	0	0	0	0	0.042	0.126	0.500	0.067	0.557
H2BU1	RNF40	9606.ENSP00000479284	9606.ENSP00000325677	0	0	0	0	0	0.123	0	0.771	0.791
H2BU1	SMC4	9606.ENSP00000479284	9606.ENSP00000341382	0	0	0	0	0.044	0.095	0.500	0.152	0.584
H2BU1	POU2F1	9606.ENSP00000479284	9606.ENSP00000356840	0	0	0	0	0.044	0	0.500	0.299	0.635
H2BU1	MDC1	9606.ENSP00000479284	9606.ENSP00000365588	0	0	0	0	0	0	0.500	0.206	0.586
H2BU1	POLR1E	9606.ENSP00000479284	9606.ENSP00000367029	0	0	0	0	0	0	0.400	0	0.400
H2BU1	TP53BP1	9606.ENSP00000479284	9606.ENSP00000371475	0	0	0	0	0	0	0.500	0.370	0.671
H2BU1	RTF1	9606.ENSP00000479284	9606.ENSP00000374280	0	0	0	0	0	0.279	0	0.465	0.598
H2BU1	SIN3A	9606.ENSP00000479284	9606.ENSP00000378402	0	0	0	0	0	0.091	0.500	0.080	0.545
H2BU1	MOV10	9606.ENSP00000479284	9606.ENSP00000399797	0	0	0	0	0	0	0.500	0	0.499
H2BU1	TBL1XR1	9606.ENSP00000479284	9606.ENSP00000405574	0	0	0	0	0	0.055	0.400	0.133	0.465
H2BU1	POLR2H	9606.ENSP00000479284	9606.ENSP00000415536	0	0	0	0	0.049	0.279	0.500	0.088	0.645
H2BU1	HDAC2	9606.ENSP00000479284	9606.ENSP00000430432	0	0	0	0	0	0.219	0.650	0.258	0.779
H2BU1	KPNA2	9606.ENSP00000479284	9606.ENSP00000438483	0	0	0	0	0.058	0	0.500	0	0.509
H2BU1	ORC4	9606.ENSP00000479284	9606.ENSP00000441953	0	0	0	0	0.066	0.084	0.500	0.050	0.539
H2BU1	SAP30BP	9606.ENSP00000479284	9606.ENSP00000462116	0	0	0	0	0	0	0.500	0	0.499
HARS2	RBM22	9606.ENSP00000494965	9606.ENSP00000199814	0	0.417	0	0	0.163	0	0	0.042	0.492
HARS2	UCKL1	9606.ENSP00000494965	9606.ENSP00000346155	0	0	0	0	0.441	0	0	0	0.441
HARS2	INTS4	9606.ENSP00000494965	9606.ENSP00000434466	0	0	0	0	0.534	0	0	0	0.534
HAT1	MCM2	9606.ENSP00000264108	9606.ENSP00000265056	0	0	0	0	0.204	0.251	0	0.123	0.431
HAT1	HDAC2	9606.ENSP00000264108	9606.ENSP00000430432	0	0	0	0	0.179	0	0	0.497	0.569
HAT1	ORC4	9606.ENSP00000264108	9606.ENSP00000441953	0	0	0	0	0.087	0.954	0	0.234	0.965
HDAC2	MSH6	9606.ENSP00000430432	9606.ENSP00000234420	0.056	0	0	0	0.259	0.126	0	0.233	0.469
HDAC2	MBD2	9606.ENSP00000430432	9606.ENSP00000256429	0	0	0	0	0.061	0.892	0.540	0.660	0.982
HDAC2	SMAD2	9606.ENSP00000430432	9606.ENSP00000262160	0	0	0	0	0.072	0.141	0	0.678	0.721
HDAC2	RCOR1	9606.ENSP00000430432	9606.ENSP00000262241	0	0	0	0	0.058	0.849	0.800	0.998	0.999
HDAC2	RFX5	9606.ENSP00000430432	9606.ENSP00000290524	0	0	0	0	0.054	0.292	0	0.262	0.462
HDAC2	PTPN2	9606.ENSP00000430432	9606.ENSP00000311857	0	0	0	0	0.095	0	0	0.394	0.428
HDAC2	TRIM24	9606.ENSP00000430432	9606.ENSP00000340507	0	0	0	0	0.097	0.316	0	0.226	0.480
HDAC2	SIN3A	9606.ENSP00000430432	9606.ENSP00000378402	0	0	0	0	0.088	0.958	0.900	0.997	0.999
HDAC2	TBL1XR1	9606.ENSP00000430432	9606.ENSP00000405574	0	0	0	0	0.078	0.345	0.500	0.304	0.762
HDAC2	SAP30BP	9606.ENSP00000430432	9606.ENSP00000462116	0	0	0	0	0.080	0	0.500	0	0.520
HLA-G	TGFB1	9606.ENSP00000366024	9606.ENSP00000221930	0	0	0	0	0.047	0	0	0.418	0.421
HLA-G	VAMP8	9606.ENSP00000366024	9606.ENSP00000263864	0	0	0	0	0.072	0	0.500	0	0.516
HNRNPLL	SRSF4	9606.ENSP00000390625	9606.ENSP00000362900	0	0	0	0	0.056	0	0	0.552	0.560
HNRNPLL	RAVER1	9606.ENSP00000390625	9606.ENSP00000482486	0	0	0	0	0.067	0.202	0	0.461	0.564
HS2ST1	SDC2	9606.ENSP00000359581	9606.ENSP00000307046	0	0	0	0	0.049	0	0.400	0.547	0.719
HS2ST1	TBC1D23	9606.ENSP00000359581	9606.ENSP00000377700	0	0	0	0	0.049	0.420	0	0	0.424
HS2ST1	SLC35B2	9606.ENSP00000359581	9606.ENSP00000377401	0	0	0	0	0.049	0	0	0.559	0.562
HSPA13	TM9SF3	9606.ENSP00000285667	9606.ENSP00000360184	0	0	0	0	0.118	0	0	0.383	0.433
HSPA13	NUP37	9606.ENSP00000285667	9606.ENSP00000448054	0	0	0	0	0.085	0.103	0.400	0.053	0.471
HSPA13	RBM17	9606.ENSP00000285667	9606.ENSP00000388638	0	0	0	0	0.062	0	0	0.511	0.522
HSPA13	UBQLN4	9606.ENSP00000285667	9606.ENSP00000357292	0	0	0	0	0.081	0.170	0	0.826	0.856
HTATSF1	PHF5A	9606.ENSP00000442699	9606.ENSP00000216252	0	0	0	0	0.057	0.879	0.540	0.440	0.966
